experience_level,employment_type,jobs,salary_in_usd,work_setting,company_location,company_size
Mid-level,Full-time,Data Engineering,258000,In-person,United States,M
Mid-level,Full-time,Data Engineering,171000,In-person,United States,M
Executive,Full-time,Data Science and Research,300000,Remote,United States,L
Senior,Full-time,Data Engineering,151840,In-person,United States,M
Senior,Full-time,Data Engineering,163152,In-person,United States,M
Senior,Full-time,Data Engineering,108768,In-person,United States,M
Senior,Full-time,Machine Learning and AI,285000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,193900,In-person,United States,M
Senior,Full-time,Data Science and Research,234700,In-person,United States,M
Senior,Full-time,Machine Learning and AI,100000,Remote,United States,S
Senior,Full-time,Data Engineering,241000,In-person,United States,M
Senior,Full-time,Data Engineering,210000,Remote,United States,L
Senior,Full-time,Leadership and Management,90000,In-person,United States,M
Senior,Full-time,Leadership and Management,84000,In-person,United States,M
Senior,Full-time,Data Analysis,160000,Remote,United States,M
Senior,Full-time,Leadership and Management,221300,In-person,United States,M
Senior,Full-time,Leadership and Management,147500,In-person,United States,M
Senior,Full-time,Machine Learning and AI,210000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,160000,Remote,United States,M
Senior,Full-time,Leadership and Management,192000,Remote,United States,M
Senior,Full-time,Leadership and Management,151000,Remote,United States,M
Senior,Full-time,Data Science and Research,169000,In-person,United States,M
Senior,Full-time,Data Engineering,204500,In-person,United States,M
Senior,Full-time,Data Engineering,142200,In-person,United States,M
Senior,Full-time,BI and Visualization,210000,In-person,United States,M
Senior,Full-time,BI and Visualization,170000,In-person,United States,M
Senior,Full-time,Leadership and Management,210000,Remote,United States,M
Senior,Full-time,Leadership and Management,159090,Remote,United States,M
Senior,Full-time,Data Analysis,94400,Remote,United States,M
Mid-level,Full-time,Data Architecture and Modeling,90000,Remote,United States,M
Entry-level,Full-time,Data Engineering,130002,Remote,United States,M
Entry-level,Full-time,Data Engineering,71908,Remote,United States,M
Mid-level,Full-time,Data Analysis,60000,In-person,United States,M
Entry-level,Full-time,Data Analysis,60000,Remote,United States,L
Senior,Full-time,Data Science and Research,255000,In-person,United States,M
Senior,Full-time,Leadership and Management,116990,Remote,United States,M
Senior,Full-time,Leadership and Management,82920,Remote,United States,M
Senior,Full-time,Leadership and Management,159000,Remote,United States,M
Senior,Full-time,Leadership and Management,105000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,155000,In-person,United States,M
Senior,Full-time,Data Science and Research,197500,In-person,United States,M
Senior,Full-time,Data Science and Research,187000,In-person,United States,M
Mid-level,Full-time,Data Science and Research,20000,Remote,United States,L
Senior,Full-time,Data Science and Research,195000,Remote,United States,M
Senior,Full-time,Data Science and Research,119000,Remote,United States,M
Senior,Full-time,Data Science and Research,266450,In-person,United States,M
Senior,Full-time,Data Science and Research,177700,In-person,United States,M
Senior,Full-time,Data Quality and Operations,55720,Remote,United States,M
Senior,Full-time,Data Quality and Operations,50700,Remote,United States,M
Mid-level,Part-time,Data Analysis,56000,Remote,United States,M
Mid-level,Full-time,Data Architecture and Modeling,135000,In-person,United States,M
Mid-level,Full-time,Data Architecture and Modeling,115000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,302000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,189000,In-person,United States,M
Senior,Full-time,BI and Visualization,150000,Remote,United States,M
Senior,Full-time,BI and Visualization,93000,Remote,United States,M
Senior,Full-time,Data Science and Research,190000,Remote,United States,L
Senior,Full-time,Machine Learning and AI,216000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,184000,Remote,United States,M
Mid-level,Full-time,Data Science and Research,128750,In-person,United States,M
Mid-level,Full-time,Data Science and Research,79350,In-person,United States,M
Senior,Full-time,Machine Learning and AI,273400,Remote,United States,M
Senior,Full-time,Machine Learning and AI,182200,Remote,United States,M
Senior,Full-time,Data Engineering,124230,Remote,United States,M
Senior,Full-time,Data Engineering,68637,Remote,United States,M
Mid-level,Full-time,Data Engineering,204000,Remote,United States,M
Mid-level,Full-time,Data Engineering,161500,Remote,United States,M
Senior,Full-time,Data Science and Research,148750,In-person,United States,M
Senior,Full-time,Data Science and Research,95000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,287700,In-person,United States,L
Senior,Full-time,Machine Learning and AI,148000,In-person,United States,L
Senior,Full-time,Data Science and Research,227240,Remote,United States,M
Senior,Full-time,Data Science and Research,197600,Remote,United States,M
Senior,Full-time,Data Science and Research,178500,In-person,United States,M
Senior,Full-time,Data Engineering,285000,In-person,United States,M
Entry-level,Full-time,Machine Learning and AI,90000,Remote,United States,M
Senior,Full-time,Data Engineering,146000,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,237400,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,158200,In-person,United States,M
Senior,Full-time,BI and Visualization,150000,In-person,United States,M
Senior,Full-time,BI and Visualization,141000,In-person,United States,M
Senior,Full-time,Leadership and Management,267000,In-person,United States,M
Senior,Full-time,Data Analysis,72000,Remote,United States,M
Senior,Full-time,Data Science and Research,240000,In-person,United States,S
Senior,Full-time,Data Science and Research,142000,In-person,United States,S
Mid-level,Contract,Machine Learning and AI,180000,Remote,United States,S
Mid-level,Contract,Machine Learning and AI,105000,Remote,United States,S
Entry-level,Full-time,Data Analysis,80000,Remote,United States,M
Entry-level,Full-time,Data Analysis,60000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,268000,Remote,United States,M
Mid-level,Full-time,Leadership and Management,144628,In-person,United States,M
Mid-level,Full-time,Leadership and Management,115702,In-person,United States,M
Senior,Full-time,Data Analysis,144000,Remote,United States,M
Senior,Full-time,Data Analysis,132000,Remote,United States,M
Senior,Full-time,Data Analysis,93500,Remote,United States,M
Senior,Full-time,Data Engineering,208200,Remote,United States,M
Senior,Full-time,Data Engineering,151200,Remote,United States,M
Senior,Full-time,Data Science and Research,270000,In-person,United States,M
Executive,Full-time,Data Engineering,194500,In-person,United States,M
Executive,Full-time,Data Engineering,115500,In-person,United States,M
Entry-level,Full-time,Data Analysis,50000,Remote,United States,M
Entry-level,Full-time,Data Analysis,40000,Remote,United States,M
Senior,Full-time,Machine Learning and AI,155000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,100000,In-person,United States,M
Senior,Full-time,Data Analysis,65000,In-person,United States,M
Senior,Full-time,Data Architecture and Modeling,280100,Remote,United States,M
Senior,Full-time,Data Architecture and Modeling,168100,Remote,United States,M
Senior,Full-time,Machine Learning and AI,120000,In-person,United States,M
Senior,Full-time,Data Engineering,149040,Remote,United States,M
Senior,Full-time,Data Engineering,113900,Remote,United States,M
Senior,Full-time,Machine Learning and AI,165000,Remote,United States,M
Senior,Full-time,Data Architecture and Modeling,274450,In-person,United States,M
Senior,Full-time,Data Architecture and Modeling,199600,In-person,United States,M
Mid-level,Full-time,Data Engineering,83500,In-person,United States,M
Mid-level,Full-time,Data Engineering,52500,In-person,United States,M
Executive,Full-time,Data Science and Research,250000,Remote,United States,M
Executive,Full-time,Data Science and Research,180000,Remote,United States,M
Senior,Full-time,Data Science and Research,157000,Remote,United States,M
Senior,Full-time,Data Analysis,140700,Remote,United States,M
Senior,Full-time,Data Analysis,109600,Remote,United States,M
Senior,Full-time,Machine Learning and AI,278000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,173000,In-person,United States,M
Senior,Full-time,Data Engineering,305000,Remote,United States,M
Senior,Full-time,Data Engineering,125000,Remote,United States,M
Entry-level,Full-time,Data Science and Research,24000,Remote,United States,M
Senior,Full-time,BI and Visualization,259000,In-person,United States,M
Senior,Full-time,BI and Visualization,138750,In-person,United States,M
Senior,Full-time,Data Science and Research,218000,Remote,United States,M
Senior,Full-time,Data Science and Research,85000,Remote,United States,M
Senior,Full-time,Data Management and Strategy,132000,In-person,United States,M
Senior,Full-time,Data Management and Strategy,71500,In-person,United States,M
Senior,Full-time,Leadership and Management,215050,In-person,United States,M
Senior,Full-time,Leadership and Management,113100,In-person,United States,M
Mid-level,Full-time,Data Science and Research,85000,In-person,United States,M
Executive,Full-time,Data Engineering,250000,Remote,United States,M
Executive,Full-time,Data Engineering,200000,Remote,United States,M
Senior,Full-time,Data Science and Research,168400,In-person,United States,M
Senior,Full-time,Data Analysis,136505,Remote,United States,M
Senior,Full-time,Data Analysis,100895,Remote,United States,M
Senior,Full-time,Data Engineering,275300,Remote,United States,M
Senior,Full-time,Data Engineering,183500,Remote,United States,M
Mid-level,Full-time,Data Architecture and Modeling,240000,Remote,United States,M
Mid-level,Full-time,Data Analysis,93000,Remote,United States,L
Senior,Full-time,Data Engineering,105000,In-person,United States,M
Senior,Full-time,Machine Learning and AI,170730,In-person,United States,M
Mid-level,Full-time,Machine Learning and AI,170000,In-person,United States,M
Senior,Full-time,Data Engineering,158700,In-person,United States,M
Senior,Full-time,Data Engineering,123906,In-person,United States,M
Executive,Full-time,Data Engineering,180500,In-person,United States,M
Executive,Full-time,Data Engineering,257400,Remote,United States,M
Executive,Full-time,Data Engineering,210600,Remote,United States,M
Mid-level,Full-time,Data Quality and Operations,65000,In-person,United States,M
Mid-level,Full-time,Data Quality and Operations,50000,In-person,United States,M
Senior,Full-time,Data Engineering,293000,In-person,United States,M
Executive,Full-time,Data Science and Research,260000,Remote,United States,M
Executive,Full-time,Data Science and Research,192000,Remote,United States,M
Entry-level,Full-time,Data Analysis,99000,Remote,United States,L
Senior,Full-time,Machine Learning and AI,233000,In-person,United States,M
Senior,Full-time,Data Engineering,185100,Remote,United States,M
Senior,Full-time,Data Engineering,127600,Remote,United States,M
Mid-level,Full-time,Data Analysis,105000,Remote,United States,M
